,timestamp,tweet_text,all_hashtags,retweet_count,tweet_created_at, username,followers_count,target
577,5/3/2021 20:30,$SING On Fire now Solar Stocks will be on fire just getting started.   $SPY $TSLA $AMD $FB $AAPL $QQQ $AMZN $NVDA $BA $BABA $NFLX $TWTR $AAL $NIO $OXY $CCL $USO $DAL $INO $TWLO $UGAZ $DIS $ROKU $VXRT $CODX $DJIA $SPX $TLRY $SQ $MSFT $GLD $BYND $SRNE $SPCE https://t.co/wwbYAqrx9x,[],0,5/3/2021 20:30,junayed61732943,122,positive
578,5/3/2021 20:30,Amazing! Get Winning alerts   $BYND $USEG $SHOP $DKNG $MU $NOVS $MYOV $APDN $MXC $BZUN $SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $NIO $INO $OXY $CCL $FB $USO $DAL $TWLO $UGAZ $DIS $ROKU $TVIX $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD https://t.co/KtJCs0bSiH,[],0,5/3/2021 20:30,RAJURAYM,77,positive
579,5/3/2021 20:30,"GREAT LAKES ADVISORS LLC,has filed Form 13F for Q1 2021.Opened NEW positions in $AAL $ACA $AES $AMAT $APA $APT $ARW $ATVI $AVXL $BCC $BRKS  Try Insider Forms mobile app, get realtime notifications and more  https://t.co/t5CkFUZh7T",[],0,5/3/2021 20:30,InsiderForms,1646,positive
583,5/3/2021 20:37,best discord group for traders join here  $SPY $TSLA $AMD $FB $AAPL $QQQ $AMZN $NVDA $BA $BABA $NFLX $TWTR $AAL $NIO $OXY $CCL $USO $DAL $INO $TWLO $UGAZ $DIS $ROKU $VXRT $CODX $DJIA $SPX https://t.co/XJYKTayxMu,[],0,5/3/2021 20:37,junayed61732943,122,positive
582,5/3/2021 20:37,"I get crap like this from people who don't diversify and only traded big tech in Q1, ignoring $NVAX $MARA $JBLU $CCL $AAL $AXP $XLE $COP $XOM $GOOGL $DKNG $WKHS $UAL setups that did what I said in price AND time  I don't ""Shhh"", I tweeted a Q1 review mentioning all the stop-outs https://t.co/3JgkMQGMA6 https://t.co/mfBbv2JNhT",[],0,5/3/2021 20:37,puppy_trades,23908,positive
585,5/3/2021 20:42,Funeral for #NYPD #ARMY fallen soldier $CYRN $SNDL $ZOM $CTRM $VIAC $TME $NIO $NAKD $AAPL $AMC $EDU $CIDM $GE $BAC $T $GME $AAL $QQQ $SPY $AMD $TSLA $FB $YVR $PLTR $TME $RKDA $UVXY $SOS $MU $EBON https://t.co/AyFW8vfoGn,"['NYPD', 'ARMY']",0,5/3/2021 20:42,NutsNGutsPep,115,positive
588,5/3/2021 20:51,"@ComradeDancing @3to4t3o2d Irls okke follow cheyyanind, pnne aarokkeyo aalde koode live keri paattokke paadi, pnne 3-4 toxic sambhavangal kettu.. enthaayalm 40k+ followers ulla aal should take responsibility for what he says and repeating that he has changed doesn't change the things he has done",[],0,5/3/2021 20:51,aniii_is_andii,424,neutral
587,5/3/2021 20:51,“Aal izz well” https://t.co/73Ovqf5Fsq,[],0,5/3/2021 20:51,thekamrankarim,184,neutral
589,5/3/2021 21:00,$penn $mara $aal $tsla $opti $spy  $srne $coin $sunw $dkng $aapl $hexo $mvis $twtr $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $pltr $ocgn $amd $nakd  WE ALERTED $NOVN at $.50 RAN TO $1.30 (160% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 21:00,Right__Stocks,988,positive
593,5/3/2021 21:20,$penn $mara $aal $tsla $opti $spy $srne $coin $fsr $dkng $aapl $hexo $mvis $ocgn $nakd $msft $vxrt $amd $acb $fb $amc $pltr $sunw $cciv $nio $fubo $wkhs $snap $gme $sndl  WE ALERTED $BLNK at $6 RAN TO $30 (400% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 21:20,Right__Stocks,988,positive
594,5/3/2021 21:21,$AAL showing up in our top breakout selection. https://t.co/rdcUbYT2YI,[],0,5/3/2021 21:21,ChartMill,7522,positive
595,5/3/2021 21:25,🚀Alerted an entry for $AMZN win of 121%.   ✅Check us out  🔥  $NAKD $TSLA $AAPL $NIO $SPY $INTC $GE $SNDL $NXTD $KGC $ZOM $FCEL $FEYE  $ZM $AAL  $PLTR  $CCL  $MSFT  $PFE $PLUG  $WFC  $AMD  $VXX  $CNSP $QQQ https://t.co/2bdQeZU3ym,[],0,5/3/2021 21:25,stocktrader5550,555,positive
597,5/3/2021 21:28,"“Most winning trading community, Get next winning alerts here:   $SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $NIO $INO $OXY $CCL $FB $USO $DAL $TWLO $UGAZ $DIS $ROKU $TVIX $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD $BYND $SRNE $SPCE https://t.co/hJ3DP083fs",[],0,5/3/2021 21:28,RAJURAYM,77,positive
596,5/3/2021 21:28,"Best trading community, GET STOCKS &amp; OPTIONS ALERTS:   $NIO $BYND $USEG $SHOP $GS $UNFI $GDDY $BLINK $DKNG $MU $NOVS $MYOV $APDN $MXC $BZUN $AAPL $GNUS $TSLA $AAL $SRNE $NAOV $SUNW $OXBR $OPK $SPY $AMD $LONE $INO $WKHS $CZR $UAL $NKLA $PLUG $ATH https://t.co/TcRCKrx6jU",[],0,5/3/2021 21:28,RAJURAYM,77,positive
603,5/3/2021 21:30,Best trade I made in a long time. Easy play on $AMZN   $FB $LOVE $WORK $AAPL $AMD $MNTA $GLD $TWR $SLV $XOM  $WMT $CCL $HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAL $CHWY $QQQ $C $ES $AMC $DIS $ZNGA $ZM $GDX $PLNT $MGM $WORK $SPY $AMD https://t.co/mY6UZF1Z4T,[],0,5/3/2021 21:30,RAJURAYM,77,positive
598,5/3/2021 21:30,"Best trading community, Get next winning alerts here:   $MLHR $GE $PENN $LCA $SRNE   $SQQQ $KODK $IDEX $AMZN $IBIO $MRNA $BYND $WKHS $VXRT $GEVO $MVIS $FMCI $BA $F $HTBX  $AYTU $AAL $INO $AAPL $SPY $FDX $UVXY $DKNG $BA $TSLA $WMT $FSLY $NFLX $SBUX $IMMU $NFLX https://t.co/vKNHDXQaTD",[],0,5/3/2021 21:30,RAJURAYM,77,positive
600,5/3/2021 21:30,I've  made 36k  with them . If you really want to make a huge profit on trading .... Choose this professional chat:    $TSLA $NKLA $ROKU $AAPL $JPM $AMZN $MSFT $ZM $FB $NVDA $DAL $AMD $RMTI $SLV $HSBC $BAC $CLSK $ILMN $QQQ $BA $UAL $AAL $TQQQ $MVIS $GOOG $SPY https://t.co/nZg7hNTPbV,[],0,5/3/2021 21:30,RAJURAYM,77,positive
602,5/3/2021 21:30,"SONG PREMIERE: Today @TheBGSituation premieres ""Things To Fix"" from #NashvillesFinest #SingerSongwriter @maiasharp at https://t.co/AvSnIxwvgE - new album #MercyRising out 5/7! #RootsRock #AAA #WomenInMusic #AmericanAirlines","['NashvillesFinest', 'SingerSongwriter', 'MercyRising', 'RootsRock', 'AAA', 'WomenInMusic', 'AmericanAirlines']",0,5/3/2021 21:30,hellowendypr,2310,neutral
605,5/3/2021 21:31,Buy the dip still working. Another winning alerts live in this chat.   $BLNK $VCNK $AMD $NNOX $AAL $INO $NKLA $WKHS $PTON $VXRT $MSFT $QQQ $SAVA $RMTI $PEIX $BMY.RT $NIO $SPY $CCL $KODK  $SLV $PINS $VALE $SPXS $NCLH $DAL $GE $GME $SAN $XLF $BAC $BTX https://t.co/6gazH3L6hh,[],0,5/3/2021 21:31,RAJURAYM,77,positive
604,5/3/2021 21:31,Buy the dip still working. Another winning alerts live in this chat.   $BLNK $VCNK $AMD $NNOX $AAL $INO $NKLA $WKHS $PTON $VXRT $MSFT $QQQ $SAVA $RMTI $PEIX $BMY.RT $NIO $SPY $CCL $KODK  $SLV $PINS $VALE $SPXS $NCLH $DAL $GE $GME $SAN $XLF $BAC $TSLA https://t.co/bxIzZxSKPv,[],0,5/3/2021 21:31,RAJURAYM,77,positive
606,5/3/2021 21:32,**Most profitable trading community. Get up to 574% profits  $SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $NIO $INO $OXY $CCL $FB $USO $DAL $TWLO $UGAZ $DIS $ROKU $TVIX $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD $SRNE https://t.co/VPZVXpcbfh,[],0,5/3/2021 21:32,RAJURAYM,77,positive
607,5/3/2021 21:39,@taofngz WHY  TF  R  AAL  UR  CHARACTRS  UNDERLEVE;ED,[],0,5/3/2021 21:39,shunsbff,84,neutral
608,5/3/2021 21:40,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $vxrt $acb $fb $amc  $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $mvis $pltr $ocgn $amd $nakd  ALERTED $DPW at $1.6 RAN TO $5 (210% GAIN)    DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 21:40,Right__Stocks,988,positive
610,5/3/2021 21:45,The @USDOT approved @JetBlue's request to add its B6 code to the @AmericanAir flights from JFK to Buenos Aires. https://t.co/GC62SPijZ9  #AvGeek $AAL $JBLU,['AvGeek'],1,5/3/2021 21:45,WandrMe,17757,positive
611,5/3/2021 21:50,"Thanks, @CJPaschallTV &amp; @NBC29, for sharing our news!  Fermata Energy, along with 5 other companies, have entered into a contract with @USArmy to ""help bring its fleet of #vehicles into the future.""  https://t.co/JoxY7FIg3j @aal_innovation @AlionScience @NGCVCFT @devcom_gvsc #EVs https://t.co/msmHnxMPtv","['vehicles', 'EVs']",1,5/3/2021 21:50,FermataEnergy,705,positive
612,5/3/2021 21:54,"#AmericanAirlines passenger Chenasia Campbell 28 was arrested for punching a flight attendant several times, yelling and pulled the hair of another for not picking up her garbage: Passenger faces 250K fine and 20yrs in jail: https://t.co/43D4F56d8Y",['AmericanAirlines'],0,5/3/2021 21:54,Lakotasky,2345,negative
613,5/3/2021 22:00,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw  $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $pltr  $ocgn $amd $nakd  WE ALERTED $MVIS at $10 RAN TO $25 (150% GAIN)  DAILY ALERTS  $15 ONE TIME!  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],2,5/3/2021 22:00,Right__Stocks,988,positive
614,5/3/2021 22:05,@L4ncelotLin Requirements vary by destination. Please use our travel guide to get more details for your trip: https://t.co/Ax6DgJrKKz,[],0,5/3/2021 22:05,AmericanAir,1606457,neutral
615,5/3/2021 22:08,"Nice Print for $AAL - Amount: $5,732,549.80 - to learn more, SIGNUP https://t.co/JWvlYbdLod or get a training https://t.co/0L4k6hWHAt!",[],0,5/3/2021 22:08,TradeWithAlerts,31200,positive
616,5/3/2021 22:09,Kis Nido bi 150000LL so as a family of 6 we need a full salary just for milk but hey @RaoulNehme thanks aal halib l mad3oum lli wala mara menle2i🙏🙏🙏🙏🙏🙏,[],0,5/3/2021 22:09,AnastasiaHadda3,512,neutral
617,5/3/2021 22:11,Tickers with the most bullish news sentiment for 2021-05-03 as of 18:10:02 EST  $LUV $TSLA $SQ $CRWD $PYPL $XPEV $CVX $PINS $CMG $NET $NIO $LI $VLDR $XOM $RPD $AAL $PTON $UAL https://t.co/dBGSlGsojv,[],2,5/3/2021 22:11,stonks_memedar,1994,positive
618,5/3/2021 22:15,ABSOLUTE AUCTION LIVE ON-SITE and ONLINE DARDANELLE ARKANSAS. 2 COMMERCIAL BUILDINGS SIDE BY SIDE ! Could be one large building.   LIVE AUCTION will be TUESDAY MAY 4th at 11AM  https://t.co/1A5mw7ZquI for details and online pre bidding.   Nick D. Fowler AAL#162 https://t.co/dcUXhEs5Vb,[],0,5/3/2021 22:15,nickauctioneer,67,neutral
619,5/3/2021 22:26,CITY 💙💙 https://t.co/uXQSfK5hwR,[],0,5/3/2021 22:26,aal__01,48,neutral
620,5/3/2021 22:37,The best place for Traders to Gain    $SPY $AMZN $NVDA $BA $BABA $AMD $NFLX $FB $USO $DAL $UGAZ $DIS $QQQ $TSLA $AAPL $AAL $UBER $TWLO $TWTR $TVIX https://t.co/kE8TNjvxr0,[],1,5/3/2021 22:37,RAJURAYM,77,positive
621,5/3/2021 22:38,"*Make as much as you want, i've made 35K+ last week. Best room on the net     $AAPL $TSLA $GEVO $QQQ $MSFT $AMD $UAL $PLUG $INO $PTON $CSCO $INTC $NVDA $SQQQ $TQQQ $SPCE $AZN $FMCI $AAL $BA $NKLA $LULU $TIF $TRIL $ITCI $NNOX $AEO $INSG $NLS $WKHS $WORK https://t.co/OrwO66R78b",[],1,5/3/2021 22:38,RAJURAYM,77,positive
622,5/3/2021 22:39,"STOCK, OPTIONS updates, alerts Free chatroom    Don't forget to take a trial!  $SPY $BABA $DVAX $ACB $OSTK $TRIL $LK $CODX $SAVE $GSX $INO $KSS $PENN $NVAX $NIO $AAL $NKLA $MSFT $AAPL $AMZN $TSLA $CCL $BILI $CVNA $DAL $TWTR https://t.co/DHZvtYOn8e",[],1,5/3/2021 22:39,RAJURAYM,77,positive
623,5/3/2021 22:40,"Another great week! I made over 66k, A big thank you   $POLA $AAPL $NETE $TSLA $OEG $SPI $AAL $QQQ $ADXS $CBAT $AMD $SRNE $MSFT $VXRT $WKHS $SUNW $SPAQ $LCA $SBE $RAD $NETE $NKLA $SPY $GRAF $SHLL $PLUG $COST  $PENN $CODX $SSP $JBL $DRI $ATH https://t.co/v62SOa4poo",[],1,5/3/2021 22:40,RAJURAYM,77,positive
624,5/3/2021 23:00,"Our Festival Journey:  @tristanandkelly starring @tobysebastian1 &amp; @sarahannmasse was a Finalist at AAL Film Festival NYC 2020 in #NewYorkCity, #NY!  #film #shortfilms #TristanAndKelly #filmfestival #movies #independentfilms #indie #WeAreThomasse #indiefilm #filmfestivals #romcom https://t.co/85halZ16uQ","['NewYorkCity', 'NY', 'film', 'shortfilms', 'TristanAndKelly', 'filmfestival', 'movies', 'independentfilms', 'indie', 'WeAreThomasse', 'indiefilm', 'filmfestivals', 'romcom']",1,5/3/2021 23:00,TristanAndKelly,114,positive
625,5/3/2021 23:11,"@Lamaboushaheen Bs yes it is soo FUNNY, wl funnier the advice i got la tozbat l siyara , drob aal batariye b hajra ,",[],0,5/3/2021 23:11,bezz3adjej,83,neutral
626,5/3/2021 23:17,$SBUX Hourly  $AAPL $GOOGL $AMZN $PYPL $SQ $MU $CRM $FB $SNAP $REGN $NVDA $NFLX $X $BA $BABA $MMM $CSCO $HD $JD $KO $LLY $LOW $PG $TSCO $RH $EDU $VEEV $LRCX $ADSK $ATVI $MSFT $QQQ $SPX $SPY $AAL $UAL $UNH $SEDG $SMH $QCOM $OLED $ULTA $COST $WMT $MCD $KO $X $NFLX https://t.co/AirCv9U75e,[],0,5/3/2021 23:17,ActionTrading1,439,positive
627,5/3/2021 23:34,#AmericanAirlines passenger attacks #flightattendant : 'Cops aren't going to do anything to me' - Fox #News https://t.co/HZX8QEZGnH,"['AmericanAirlines', 'flightattendant', 'News']",1,5/3/2021 23:34,YNHallak,116507,negative
628,5/3/2021 23:37,To each &amp; every 1 sorrowful in pain of the #شہادتِ_امیرالمومنین_امام_علیؑ  Know that every word &amp; picture u share is causing me to cry large tears... thank you ...  Mola Keep u happy lest only their sorrow always !! https://t.co/NaEiLjV6lw,['شہادتِ_امیرالمومنین_امام_علیؑ'],0,5/3/2021 23:37,Ali_Aal_Ali,134,neutral
629,5/3/2021 23:40,2019 December I luckily did Ziaraat of Iraq &amp; Iran .. Now only wish is Mola Before I die let me pay homage to Shrine of Daughter of Ali AS .. my Lady Zainab AS ..    My Grandmother Zainab ... My Mazloom Zainab My Lovely Zainab  Call me  Let visit u  #شہادتِ_امیرالمومنین_امام_علیؑ,['شہادتِ_امیرالمومنین_امام_علیؑ'],0,5/3/2021 23:40,Ali_Aal_Ali,134,neutral
631,5/3/2021 23:42,@AmericanAir  1.5 hours and STILL cant get someone on the phone !?!? #AmericanAirlines #flights #CustomerService https://t.co/piJJRcdvLG,"['AmericanAirlines', 'flights', 'CustomerService']",0,5/3/2021 23:42,workingmomblues,629,neutral
630,5/3/2021 23:42,"@enbianaaa dude ur mom qnd my dad lezem ykuno bestie at this pt , my average sar a3la mn average l awal bl class and my dad was like , yala aajle t2akharna aal iftar ✨",[],0,5/3/2021 23:42,mhayajeWmeshye,540,neutral
632,5/3/2021 23:43,@PikesPeakTrades @stuart_rat89 But what’s funny is Twitter just made a huge positive announcement for group chats and travel stock sector rotation is imminent. So idk to currently buy AAL and TWTR or just wait for SPY and QQQ to hit their bottoms,[],0,5/3/2021 23:43,NYSportsGuy210,141,positive
633,5/3/2021 23:49,"i think i should add that i agree with the 2nd half of this comment, it's the 1st part that kind of annoyed me. also they added another comment below this one, they actually love AAL. i don't think they're aware of what happened on twt. so either way, please leave them alone.",[],0,5/3/2021 23:49,nomnomsta_x,874,positive
634,5/3/2021 23:49,"TICKER: $AAL SIZE: 261,164 PRICE: $21.95 TIME: 18:08:06 AMOUNT: $5,732,550",[],0,5/3/2021 23:49,AFTAlerts,3237,positive
